,",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28"
857,"857,L,0.22063329928498468,0.2236976506639428,0.2083758937691522,0.21756894790602654,0.2236976506639428,0.2522982635342186,0.23186925434116445,0.23186925434116445,0.236976506639428,0.24923391215526047,0.2665985699693565,0.25638406537282943,0.2533197139938713,0.2390194075587334,0.24923391215526047,0.236976506639428,0.2226762002042901,0.24004085801838612,0.24719101123595505,0.23289070480081717,0.24208375893769152,0.23391215526046988,0.8804902962206334,0.923391215526047,0.0,,,"
858,"858,M,0.21041879468845762,0.19816138917262513,0.2236976506639428,0.2379979570990807,0.15526046986721145,0.24412665985699694,0.23595505617977527,0.2236976506639428,0.2522982635342186,0.254341164453524,0.25025536261491316,0.24310520939734423,0.25638406537282943,0.24616956077630234,0.24412665985699694,0.24310520939734423,0.24616956077630234,0.23391215526046988,0.2390194075587334,0.236976506639428,0.2379979570990807,0.21859039836567926,0.9499489274770173,0.8998978549540347,0.0,,,"
859,"859,N,0.20531154239019409,0.20020429009193055,0.2236976506639428,0.22982635342185903,0.2226762002042901,0.2379979570990807,0.21859039836567926,0.23493360572012256,0.2257405515832482,0.24310520939734423,0.2665985699693565,0.24004085801838612,0.254341164453524,0.24514811031664965,0.23289070480081717,0.2390194075587334,0.22880490296220635,0.2379979570990807,0.22063329928498468,0.21859039836567926,0.2226762002042901,0.21552604698672115,0.8896833503575077,0.8835546475995915,0.0,,,"
860,"860,O,0.212461695607763,0.19816138917262513,0.21041879468845762,0.21552604698672115,0.23084780388151174,0.23391215526046988,0.21961184882533197,0.23289070480081717,0.23595505617977527,0.22880490296220635,0.22063329928498468,0.23084780388151174,0.24004085801838612,0.236976506639428,0.2257405515832482,0.23595505617977527,0.22880490296220635,0.2390194075587334,0.22880490296220635,0.21654749744637386,0.23186925434116445,0.2093973442288049,1.0,0.9356486210418795,0.0,,,"
861,"861,P,0.195097037793667,0.18896833503575078,0.20531154239019409,0.2083758937691522,0.19918283963227784,0.21144024514811033,0.2226762002042901,0.21654749744637386,0.2093973442288049,0.21961184882533197,0.2226762002042901,0.2216547497446374,0.21859039836567926,0.2379979570990807,0.2236976506639428,0.236976506639428,0.21348314606741572,0.21654749744637386,0.21552604698672115,0.20633299284984677,0.21756894790602654,0.18692543411644535,0.9356486210418795,0.9111338100102145,0.0,,,"
862,"862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
863,"863,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
864,"864,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,"
865,"865,17,1,H2060234,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:14,,,,,,,,,,,,,,,,,"
866,"866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
867,"867,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
868,"868,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
869,"869,17,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
870,"870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
871,"871,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
872,"872,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,"
873,"873,A,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
874,"874,B,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
875,"875,C,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
876,"876,D,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
877,"877,E,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
878,"878,F,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
879,"879,G,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
880,"880,H,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
881,"881,I,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
882,"882,J,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
883,"883,K,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
884,"884,L,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
885,"885,M,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
886,"886,N,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
887,"887,O,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
888,"888,P,0.678230644,0.678230644,,,,,,,,,,,,,,,,,,,,,0.678230644,0.678230644,,,,"
889,"889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
890,"890,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
891,"891,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,"
892,"892,17,1,H2060234,14.01,17.52,17.62,40.4,40.6,17.82,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:14,,,,,,,,,,,,"
893,"893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
894,"894,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
895,"895,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
896,"896,17,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
897,"897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
898,"898,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,"
899,"899,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,"
900,"900,A,0.19158361018826134,0.21040974529346623,0.2081949058693245,0.19490586932447398,0.22148394241417496,0.21483942414174972,0.2292358803986711,0.22591362126245848,0.24363233665559247,0.2558139534883721,0.23809523809523808,0.24473975636766335,0.23588039867109634,0.22148394241417496,0.23809523809523808,0.2292358803986711,0.23588039867109634,0.23255813953488372,0.22591362126245848,0.20487264673311184,0.19712070874861573,0.2081949058693245,0.8128460686600222,0.8250276854928018,0.0,,,"
901,"901,B,0.19712070874861573,0.2026578073089701,0.23255813953488372,0.22369878183831673,0.2115171650055371,0.2292358803986711,0.2336655592469546,0.30564784053156147,0.2558139534883721,0.23145071982281284,0.23809523809523808,0.2502768549280177,0.24584717607973422,0.25359911406423036,0.24473975636766335,0.23477297895902546,0.2336655592469546,0.21483942414174972,0.21483942414174972,0.21816168327796234,0.1982281284606866,0.2203765227021041,0.7973421926910299,0.7718715393133998,0.0,,,"
902,"902,C,0.21262458471760798,0.21816168327796234,0.2336655592469546,0.21926910299003322,0.2425249169435216,0.23145071982281284,0.25359911406423036,0.23588039867109634,0.2469545957918051,0.24473975636766335,0.2469545957918051,0.26578073089701,0.07087486157253599,0.24473975636766335,0.26135105204872644,0.24363233665559247,0.2425249169435216,0.23809523809523808,0.23477297895902546,0.21705426356589147,0.23588039867109634,0.2369878183831672,0.7873754152823921,0.7574750830564784,0.0,,,"
903,"903,D,0.21262458471760798,0.23255813953488372,0.21816168327796234,0.2502768549280177,0.24584717607973422,0.24141749723145073,0.25802879291251385,0.2502768549280177,0.24806201550387597,0.26245847176079734,0.2591362126245847,0.26135105204872644,0.24473975636766335,0.25249169435215946,0.2469545957918051,0.23034330011074197,0.2425249169435216,0.2425249169435216,0.2425249169435216,0.22702104097452935,0.21483942414174972,0.24031007751937986,0.7962347729789591,0.805094130675526,0.0,,,"
904,"904,E,0.22259136212624583,0.25802879291251385,0.26245847176079734,0.2292358803986711,0.2823920265780731,0.2646733111849391,0.2768549280177187,0.30564784053156147,0.29346622369878184,0.3034330011074197,0.29457364341085274,0.3034330011074197,0.3078626799557032,0.27464008859357697,0.3001107419712071,0.25802879291251385,0.2713178294573643,0.2768549280177187,0.2292358803986711,0.24473975636766335,0.23145071982281284,0.24584717607973422,0.9114064230343301,0.8504983388704319,0.0,,,"
905,"905,F,0.24141749723145073,0.2425249169435216,0.26245847176079734,0.2857142857142857,0.24806201550387597,0.24473975636766335,0.2713178294573643,0.2823920265780731,0.29457364341085274,0.2724252491694352,0.2823920265780731,0.2868217054263566,0.2901439645625692,0.3089700996677741,0.28792912513842744,0.2956810631229236,0.31118493909191586,0.2757475083056478,0.2823920265780731,0.26245847176079734,0.26135105204872644,0.2757475083056478,0.858250276854928,0.8881506090808416,0.0,,,"
906,"906,G,0.22148394241417496,0.23588039867109634,0.22591362126245848,0.2469545957918051,0.2757475083056478,0.2757475083056478,0.26688815060908083,0.26245847176079734,0.27464008859357697,0.292358803986711,0.2812846068660022,0.29457364341085274,0.27464008859357697,0.2812846068660022,0.2779623477297896,0.2868217054263566,0.2812846068660022,0.2956810631229236,0.25249169435215946,0.2502768549280177,0.23255813953488372,0.2502768549280177,0.902547065337763,0.8416389811738649,0.0,,,"
907,"907,H,0.2248062015503876,0.22702104097452935,0.22591362126245848,0.23920265780730898,0.24806201550387597,0.26135105204872644,0.2646733111849391,0.26356589147286824,0.27464008859357697,0.26578073089701,0.28792912513842744,0.26245847176079734,0.2724252491694352,0.28349944629014395,0.27464008859357697,0.2779623477297896,0.28903654485049834,0.26356589147286824,0.2646733111849391,0.23920265780730898,0.24806201550387597,0.2558139534883721,0.9490586932447398,0.893687707641196,0.0,,,"
908,"908,I,0.21262458471760798,0.21705426356589147,0.21040974529346623,0.23920265780730898,0.2502768549280177,0.24141749723145073,0.22148394241417496,0.26245847176079734,0.2469545957918051,0.27464008859357697,0.23809523809523808,0.26356589147286824,0.2702104097452935,0.26245847176079734,0.2724252491694352,0.2591362126245847,0.2646733111849391,0.2558139534883721,0.25692137320044295,0.2369878183831672,0.2425249169435216,0.24473975636766335,0.902547065337763,0.8571428571428571,0.0,,,"
909,"909,J,0.21373200442967885,0.21926910299003322,0.20930232558139536,0.24141749723145073,0.23477297895902546,0.24916943521594684,0.24584717607973422,0.2558139534883721,0.26245847176079734,0.26356589147286824,0.24806201550387597,0.27353266888150607,0.2513842746400886,0.27464008859357697,0.23145071982281284,0.2713178294573643,0.26356589147286824,0.24916943521594684,0.2691029900332226,0.23920265780730898,0.23145071982281284,0.23809523809523808,0.8660022148394242,0.8693244739756367,0.0,,,"
910,"910,K,0.2070874861572536,0.22148394241417496,0.23809523809523808,0.23034330011074197,0.2502768549280177,0.24141749723145073,0.25692137320044295,0.27353266888150607,0.26135105204872644,0.28460686600221485,0.26578073089701,0.26688815060908083,0.2691029900332226,0.25802879291251385,0.2823920265780731,0.28017718715393136,0.25692137320044295,0.23145071982281284,0.24363233665559247,0.24916943521594684,0.23588039867109634,0.2425249169435216,0.920265780730897,0.8427464008859358,0.0,,,"
911,"911,L,0.2059800664451827,0.21483942414174972,0.21705426356589147,0.22812846068660023,0.2369878183831672,0.30454042081949056,0.23920265780730898,0.2502768549280177,0.2558139534883721,0.25802879291251385,0.2724252491694352,0.2768549280177187,0.24916943521594684,0.2502768549280177,0.2702104097452935,0.2369878183831672,0.2713178294573643,0.2602436323366556,0.2502768549280177,0.24473975636766335,0.24031007751937986,0.24141749723145073,0.8815060908084164,0.867109634551495,0.0,,,"
912,"912,M,0.21483942414174972,0.22591362126245848,0.21926910299003322,0.24141749723145073,0.2591362126245847,0.24584717607973422,0.24584717607973422,0.24916943521594684,0.24473975636766335,0.26578073089701,0.22812846068660023,0.26245847176079734,0.25692137320044295,0.2558139534883721,0.2691029900332226,0.2823920265780731,0.2547065337763012,0.24473975636766335,0.26356589147286824,0.2469545957918051,0.23920265780730898,0.2369878183831672,1.0,0.8172757475083057,0.0,,,"
913,"913,N,0.2059800664451827,0.2081949058693245,0.21705426356589147,0.2369878183831672,0.2203765227021041,0.24806201550387597,0.2369878183831672,0.24473975636766335,0.25249169435215946,0.2425249169435216,0.2425249169435216,0.23920265780730898,0.301218161683278,0.25802879291251385,0.24363233665559247,0.24031007751937986,0.2558139534883721,0.2369878183831672,0.22259136212624583,0.22702104097452935,0.22591362126245848,0.24363233665559247,0.8881506090808416,0.9368770764119602,0.0,,,"
914,"914,O,0.20155038759689922,0.2248062015503876,0.19490586932447398,0.20487264673311184,0.2336655592469546,0.23034330011074197,0.23145071982281284,0.23809523809523808,0.22591362126245848,0.23809523809523808,0.23034330011074197,0.24806201550387597,0.26245847176079734,0.2502768549280177,0.24363233665559247,0.24363233665559247,0.26578073089701,0.2336655592469546,0.2203765227021041,0.22148394241417496,0.2115171650055371,0.24031007751937986,0.9091915836101883,0.8349944629014396,0.0,,,"
915,"915,P,0.20376522702104097,0.21926910299003322,0.20930232558139536,0.21926910299003322,0.2248062015503876,0.2203765227021041,0.22369878183831673,0.22812846068660023,0.23588039867109634,0.23477297895902546,0.21926910299003322,0.23255813953488372,0.2336655592469546,0.2513842746400886,0.23588039867109634,0.2292358803986711,0.24363233665559247,0.24473975636766335,0.22148394241417496,0.2203765227021041,0.21926910299003322,0.2248062015503876,0.8062015503875969,0.8648947951273532,0.0,,,"
916,"916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
917,"917,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
918,"918,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,"
919,"919,18,1,H2060236,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:15,,,,,,,,,,,,,,,,,"
920,"920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
921,"921,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
922,"922,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
923,"923,18,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
924,"924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
925,"925,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
926,"926,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,"
927,"927,A,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
928,"928,B,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
929,"929,C,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
930,"930,D,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
931,"931,E,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
932,"932,F,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
933,"933,G,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
934,"934,H,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
935,"935,I,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
936,"936,J,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
937,"937,K,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
938,"938,L,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
939,"939,M,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
940,"940,N,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
941,"941,O,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
942,"942,P,0.576086725,0.576086725,,,,,,,,,,,,,,,,,,,,,0.576086725,0.576086725,,,,"
943,"943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
944,"944,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
945,"945,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,"
946,"946,18,1,H2060236,14.01,17.61,17.52,40.7,40.9,17.9,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:15,,,,,,,,,,,,"
947,"947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
948,"948,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
949,"949,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
950,"950,18,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
951,"951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
952,"952,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,"
953,"953,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,"
954,"954,A,0.18238993710691823,0.20335429769392033,0.20335429769392033,0.20545073375262055,0.20335429769392033,0.2222222222222222,0.23270440251572327,0.22536687631027252,0.22536687631027252,0.23060796645702306,0.22641509433962265,0.23689727463312368,0.2180293501048218,0.22955974842767296,0.2190775681341719,0.22327044025157233,0.2431865828092243,0.2222222222222222,0.21593291404612158,0.2148846960167715,0.20440251572327045,0.20440251572327045,0.7442348008385744,0.8375262054507338,0.0,,,"
955,"955,B,0.20335429769392033,0.1928721174004193,0.19811320754716982,0.2180293501048218,0.21593291404612158,0.1960167714884696,0.22746331236897274,0.23060796645702306,0.2169811320754717,0.23165618448637318,0.23165618448637318,0.24213836477987422,0.2348008385744235,0.23689727463312368,0.2431865828092243,0.2190775681341719,0.22955974842767296,0.23165618448637318,0.21278825995807127,0.22746331236897274,0.2190775681341719,0.21174004192872117,0.7767295597484277,0.7589098532494759,0.0,,,"
956,"956,C,0.20754716981132076,0.21174004192872117,0.2138364779874214,0.23270440251572327,0.22851153039832284,0.20020964360587,0.2358490566037736,0.2431865828092243,0.2589098532494759,0.24633123689727462,0.24423480083857443,0.25052410901467503,0.22641509433962265,0.23060796645702306,0.2526205450733753,0.22851153039832284,0.2526205450733753,0.23270440251572327,0.22431865828092243,0.22117400419287211,0.22117400419287211,0.22851153039832284,0.740041928721174,0.8060796645702306,0.0,,,"
957,"957,D,0.20335429769392033,0.22851153039832284,0.23165618448637318,0.2348008385744235,0.23165618448637318,0.2358490566037736,0.24528301886792453,0.2358490566037736,0.24633123689727462,0.2526205450733753,0.259958071278826,0.2431865828092243,0.24109014675052412,0.2379454926624738,0.24737945492662475,0.25471698113207547,0.24213836477987422,0.22536687631027252,0.22327044025157233,0.2180293501048218,0.21593291404612158,0.23375262054507337,0.8018867924528302,0.7610062893081762,0.0,,,"
958,"958,E,0.20649895178197064,0.24947589098532494,0.25052410901467503,0.240041928721174,0.24423480083857443,0.2631027253668763,0.2840670859538784,0.2672955974842767,0.2672955974842767,0.28721174004192873,0.2893081761006289,0.29245283018867924,0.2861635220125786,0.29559748427672955,0.27044025157232704,0.2620545073375262,0.27044025157232704,0.259958071278826,0.2746331236897275,0.25366876310272535,0.2431865828092243,0.26834381551362685,0.7285115303983228,0.9025157232704403,0.0,,,"
959,"959,F,0.22536687631027252,0.23270440251572327,0.24423480083857443,0.2662473794549266,0.27672955974842767,0.2610062893081761,0.2882599580712788,0.2914046121593291,0.2672955974842767,0.27148846960167716,0.29350104821802936,0.29035639412997905,0.29350104821802936,0.27148846960167716,0.3060796645702306,0.27568134171907754,0.2976939203354298,0.25471698113207547,0.2620545073375262,0.2641509433962264,0.23375262054507337,0.2672955974842767,0.9381551362683438,1.0,0.0,,,"
960,"960,G,0.23375262054507337,0.22641509433962265,0.23165618448637318,0.24213836477987422,0.25052410901467503,0.2557651991614256,0.2662473794549266,0.24423480083857443,0.27672955974842767,0.2610062893081761,0.2589098532494759,0.28721174004192873,0.2672955974842767,0.27882599580712786,0.26519916142557654,0.2610062893081761,0.259958071278826,0.2526205450733753,0.2526205450733753,0.23060796645702306,0.24213836477987422,0.2578616352201258,0.909853249475891,0.9287211740041929,0.0,,,"
961,"961,H,0.21278825995807127,0.22955974842767296,0.23165618448637318,0.2379454926624738,0.23375262054507337,0.2431865828092243,0.2620545073375262,0.23375262054507337,0.25681341719077566,0.27253668763102723,0.25052410901467503,0.28721174004192873,0.26519916142557654,0.2589098532494759,0.2641509433962264,0.2631027253668763,0.2809224318658281,0.25052410901467503,0.2557651991614256,0.24213836477987422,0.2578616352201258,0.25157232704402516,0.8815513626834381,0.9203354297693921,0.0,,,"
962,"962,I,0.20020964360587,0.22431865828092243,0.22327044025157233,0.21593291404612158,0.23689727463312368,0.24842767295597484,0.240041928721174,0.25157232704402516,0.2610062893081761,0.25471698113207547,0.24737945492662475,0.26519916142557654,0.2620545073375262,0.2693920335429769,0.27148846960167716,0.27044025157232704,0.27253668763102723,0.23689727463312368,0.2610062893081761,0.23375262054507337,0.2169811320754717,0.23375262054507337,0.870020964360587,0.8951781970649895,0.0,,,"
963,"963,J,0.2138364779874214,0.20859538784067086,0.21593291404612158,0.2348008385744235,0.23375262054507337,0.2389937106918239,0.24737945492662475,0.2610062893081761,0.2631027253668763,0.24423480083857443,0.1928721174004193,0.26834381551362685,0.24528301886792453,0.2662473794549266,0.2662473794549266,0.2662473794549266,0.27148846960167716,0.24213836477987422,0.2348008385744235,0.2348008385744235,0.23165618448637318,0.23060796645702306,0.9014675052410901,0.8532494758909853,0.0,,,"
964,"964,K,0.19916142557651992,0.22012578616352202,0.2190775681341719,0.23165618448637318,0.2620545073375262,0.24109014675052412,0.25052410901467503,0.2610062893081761,0.259958071278826,0.2662473794549266,0.2589098532494759,0.27672955974842767,0.26519916142557654,0.2641509433962264,0.27568134171907754,0.2662473794549266,0.2777777777777778,0.26519916142557654,0.240041928721174,0.20859538784067086,0.24213836477987422,0.22746331236897274,0.9737945492662474,0.9035639412997903,0.0,,,"
965,"965,L,0.1928721174004193,0.22431865828092243,0.21278825995807127,0.22851153039832284,0.23375262054507337,0.2222222222222222,0.240041928721174,0.24947589098532494,0.24423480083857443,0.2631027253668763,0.2526205450733753,0.25052410901467503,0.2641509433962264,0.27148846960167716,0.2882599580712788,0.24633123689727462,0.25681341719077566,0.24737945492662475,0.24737945492662475,0.23689727463312368,0.24842767295597484,0.2431865828092243,0.9192872117400419,0.9224318658280922,0.0,,,"
966,"966,M,0.19392033542976939,0.22641509433962265,0.22746331236897274,0.2169811320754717,0.240041928721174,0.22117400419287211,0.25052410901467503,0.2348008385744235,0.2672955974842767,0.2631027253668763,0.25157232704402516,0.2672955974842767,0.26519916142557654,0.25157232704402516,0.25366876310272535,0.25366876310272535,0.25681341719077566,0.24842767295597484,0.2348008385744235,0.24423480083857443,0.24213836477987422,0.24109014675052412,0.9245283018867925,0.939203354297694,0.0,,,"
967,"967,N,0.19811320754716982,0.22536687631027252,0.21278825995807127,0.21278825995807127,0.23060796645702306,0.22746331236897274,0.25052410901467503,0.2431865828092243,0.24213836477987422,0.2589098532494759,0.24842767295597484,0.2557651991614256,0.2389937106918239,0.2610062893081761,0.24947589098532494,0.25681341719077566,0.259958071278826,0.23270440251572327,0.22851153039832284,0.22641509433962265,0.22431865828092243,0.240041928721174,0.9161425576519916,0.9549266247379455,0.0,,,"
968,"968,O,0.18553459119496854,0.22012578616352202,0.20964360587002095,0.2222222222222222,0.2348008385744235,0.22851153039832284,0.240041928721174,0.22536687631027252,0.240041928721174,0.24947589098532494,0.2389937106918239,0.24213836477987422,0.24947589098532494,0.23060796645702306,0.2589098532494759,0.2148846960167715,0.2348008385744235,0.22955974842767296,0.22117400419287211,0.23165618448637318,0.21069182389937108,0.22431865828092243,0.9905660377358491,0.9685534591194969,0.0,,,"
969,"969,P,0.18134171907756813,0.21069182389937108,0.20440251572327045,0.21069182389937108,0.22012578616352202,0.21174004192872117,0.2222222222222222,0.22641509433962265,0.22536687631027252,0.2180293501048218,0.2138364779874214,0.23165618448637318,0.20440251572327045,0.22955974842767296,0.22851153039832284,0.22641509433962265,0.2222222222222222,0.20964360587002095,0.22327044025157233,0.22012578616352202,0.20125786163522014,0.22746331236897274,0.8857442348008385,0.9549266247379455,0.0,,,"
970,"970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
971,"971,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
972,"972,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,"
973,"973,19,1,H2060238,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:17,,,,,,,,,,,,,,,,,"
974,"974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
975,"975,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
976,"976,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,"
977,"977,19,Jez US LUM 384 (cps),0,12,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,"
978,"978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
