,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
256,E,-0.2905747966509258,-0.37773588654595674,-0.3196284932826028,-0.17436001012421787,-0.043618375281671416,-0.08235663745724078,-0.8086990532491654,-0.04846065805361754,0.004804452437790185,-0.038776092509725295,0.07259641124503653,-0.22278283784367947,-0.03393380973777904,0.11133467342060575,-0.12109489963281,0.024173583525574933,0.004804452437790185,-0.6440614390029957,-0.014564678649994427,-0.08719892022918689,0.024173583525574933,0.04838499738530567,2.861751287886027,3.4282983722037286
257,F,-0.3583667554581721,-0.42615871426541846,-0.28089023110703343,-0.27604794833508733,-0.24699425170341033,-0.1307794651767024,-0.10656805131697152,0.07259641124503653,-0.12593718240475626,-0.14046403072059474,-0.07751435468529452,-0.04846065805361754,-0.39226273486179525,0.08228097678892891,0.05806956292919804,-0.06782978914140228,-0.024249244193886802,0.08228097678892891,-3.783033415593438e-05,0.1307038045083905,-0.009722395878048308,-3.783033415593438e-05,3.2442916268697743,3.1377614058869585
258,G,-0.41647414872152605,-0.5133198041604493,-0.2663633827911949,-0.15014859626448698,-0.19372914121200246,-0.20341370675589485,-0.179202292896164,-0.15014859626448698,-0.11625261686086388,-0.11141033408891776,0.30986826707039855,-0.058145223597509905,0.004804452437790185,-0.07751435468529452,-0.20825598952784097,-0.004880113106102054,-0.15499087903643324,-0.14530631349254086,-0.07751435468529452,-0.1017257685450254,-0.17436001012421787,-0.1307794651767024,3.045758033219981,3.200711081922259
259,H,-0.40678958317763375,-0.41647414872152605,-0.5569003491079648,-0.40194730040568755,-0.677957418406619,-0.2566788172473027,-0.5375312180201802,-0.19372914121200246,-0.09688348577307927,-0.11625261686086388,-0.08719892022918689,-0.1017257685450254,-0.014564678649994427,-0.23730968615951795,-0.21794055507173335,-0.08719892022918689,-0.15983316180837936,-0.47458154198488006,-0.06298750636945603,-0.1646754445803255,0.09196554233282114,-0.12593718240475626,3.709150772976606,2.885962701745758
260,I,-0.3874204520898491,-0.45521241089709535,-0.3728936037740106,-0.20825598952784097,-0.3728936037740106,0.024173583525574933,-0.2518365344753564,-0.5520580663360187,-0.06298750636945603,-0.08719892022918689,-0.0726720719133484,-0.8280681843369501,-0.11141033408891776,-0.08719892022918689,-0.11625261686086388,-0.0726720719133484,-0.40194730040568755,-0.06782978914140228,-0.11625261686086388,-0.2566788172473027,-0.21309827229978723,-0.20341370675589485,3.1377614058869585,3.0796540126236045
261,J,-0.4939506730726647,-0.45521241089709535,-0.7602762255297038,-0.39710501763374145,-0.2518365344753564,-0.23246740338757182,0.10649239064865965,-0.06298750636945603,-0.2421519689314642,-0.15983316180837936,-0.11141033408891776,-0.503635238616557,-0.4939506730726647,-0.3632090382301183,-0.3341553415984413,-0.47458154198488006,-0.26152110001924883,-0.09204120300113301,-0.8522795981966808,-0.2276251206156257,-0.14530631349254086,-0.23246740338757182,3.4234560894317823,2.9634392260968965
262,K,-0.44068556258125685,-0.44068556258125685,-0.08719892022918689,-0.20825598952784097,-0.5811117629676957,-0.19372914121200246,0.9490495929672923,-0.3051016449667643,-0.02909152696583292,-0.1017257685450254,-0.009722395878048308,-0.19372914121200246,-0.05330294082556379,-0.009722395878048308,-0.038776092509725295,-3.783033415593438e-05,-0.19372914121200246,-0.004880113106102054,-0.06298750636945603,-0.1017257685450254,-0.24699425170341033,-0.09688348577307927,3.1958687991503125,3.152288254202797
263,L,-0.43584327980931076,-0.46973925921293386,-0.3341553415984413,-0.28089023110703343,-0.35352447268622594,-0.21309827229978723,-0.42131643149347225,-0.19372914121200246,-0.1017257685450254,-0.12109489963281,-0.17436001012421787,-0.15983316180837936,-0.09204120300113301,-0.17436001012421787,-0.21794055507173335,-0.009722395878048308,-0.2712056655631412,-0.11141033408891776,-0.18404457566811022,-0.11625261686086388,-0.07751435468529452,-0.2857325138789797,3.568724572590167,3.06028488153582
264,M,-0.3051016449667643,-0.3632090382301183,-0.6827997011785651,-0.40194730040568755,-0.179202292896164,-0.1356217479486485,-0.1356217479486485,-0.09688348577307927,-0.07751435468529452,-0.11625261686086388,-0.10656805131697152,-0.038776092509725295,-0.11141033408891776,0.01933130075362868,-0.08235663745724078,-0.18404457566811022,-0.46005469366904156,-0.7312225288980267,-0.19857142398394872,-0.14046403072059474,-0.1356217479486485,-0.043618375281671416,3.7236776212924445,3.24913390964172
265,N,-0.42131643149347225,-0.3632090382301183,-0.6101654595993726,-0.39710501763374145,-0.3874204520898491,-0.2712056655631412,-0.3486821899142798,-0.1307794651767024,-0.3583667554581721,-0.18404457566811022,-0.21794055507173335,-0.3051016449667643,-0.16951772735227175,-0.23730968615951795,-0.21794055507173335,-0.18888685844005634,-0.26152110001924883,-0.02909152696583292,-0.37773588654595674,-0.07751435468529452,-0.6924842667224573,-0.14530631349254086,3.810838711187475,3.2588184751856124
266,O,-0.3341553415984413,-0.3583667554581721,-0.37773588654595674,-0.5423735007921263,-0.3583667554581721,-0.26152110001924883,-0.28089023110703343,-0.2905747966509258,-0.2276251206156257,-0.23246740338757182,-0.18404457566811022,-0.3147862105106567,-0.14046403072059474,-0.32447077605454894,-0.1646754445803255,-0.9103869914600348,-0.28089023110703343,-0.11625261686086388,-0.11141033408891776,-0.28089023110703343,-0.06298750636945603,-0.21309827229978723,3.515459462098759,3.457352068835405
267,P,-0.6295345906871573,-0.5714271974238033,-0.4648969764409877,-0.5520580663360187,-0.46005469366904156,-0.41647414872152605,-0.44068556258125685,-0.40194730040568755,-0.44552784535320306,-0.26152110001924883,-0.32931305882649514,-0.3486821899142798,-0.2712056655631412,-0.40194730040568755,-0.3389976243703874,-0.32447077605454894,-0.41163186594957996,-0.2905747966509258,-0.42131643149347225,-0.2663633827911949,-0.2905747966509258,-0.30994392773871043,3.9076843666263987,3.888315235538614
268,,,,,,,,,,,,,,,,,,,,,,,,,
269,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
270,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
271,11,1,H2060246,14.01,17.61,17.62,41.4,41.4,18,18.02,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:49,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,
273,Background information,,,,,,,,,,,,,,,,,,,,,,,,
274,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
275,11,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,
277,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
278,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
279,A,-0.1700076173730284,-0.18382976507464382,-0.1690861408595874,-0.1764579529671156,-0.155263993157972,-0.15710694618485407,-0.16355728177894127,-0.15618546967141306,-0.17922238250743872,-0.14973513407732586,-0.17277204691335152,-0.1755364764536746,-0.14604922802356177,-0.16079285223861817,-0.15710694618485407,-0.1690861408595874,-0.17922238250743872,-0.17369352342679253,-0.19488748323593616,-0.16171432875205918,-0.1718505703999105,-0.16079285223861817,0.5450581570572075,0.4704185594684845
280,B,-0.1690861408595874,-0.17369352342679253,-0.18843714764184896,-0.22161030212572588,-0.18475124158808484,-0.1442062749966797,-0.14604922802356177,-0.16355728177894127,-0.14604922802356177,-0.16263580526550023,-0.15342104013108995,-0.14973513407732586,-0.16355728177894127,-0.14328479848323866,-0.1654002348058233,-0.13959889242947457,-0.15710694618485407,-0.14973513407732586,-0.15157808710420792,-0.17369352342679253,-0.15065661059076688,-0.11379755005312586,0.4427742640652537,0.4823977541432177
281,C,-0.15434251664453097,-0.16632171131926432,-0.155263993157972,-0.20410224837034638,-0.1405203689429156,0.023502450449587,-0.1377559394025925,-0.1377559394025925,-0.13867741591603355,-0.12393379170097714,-0.14144184545635666,-0.1294626507816233,-0.11840493262033099,-0.13959889242947457,-0.12024788564721305,-0.14236332196979767,-0.10826869097247971,-0.21976734909884382,-0.1654002348058233,-0.1331485568353874,-0.13130560380850534,-0.13683446288915152,0.383799767205028,0.4704185594684845
282,D,-0.15618546967141306,-0.16355728177894127,-0.1801438590208797,-0.15157808710420792,-0.16263580526550023,-0.2151599665316387,-0.1442062749966797,-0.18751567112840792,-0.11932640913377202,-0.1294626507816233,-0.13038412729506432,-0.19580895974937715,-0.1405203689429156,-0.13591298637571048,-0.12761969775474125,-0.11656197959344893,-0.1589498992117361,-0.13130560380850534,-0.14697070453700278,-0.13499150986226943,-0.14328479848323866,-0.11840493262033099,0.4658111769012794,0.47502594203568954
283,E,-0.11103312051280277,-0.12301231518753612,-0.10181835537839252,-0.11471902656656688,-0.09905392583806943,-0.08707473116333611,-0.11840493262033099,-0.06956667740795662,-0.07325258346172073,-0.12209083867409509,-0.07878144254236688,-0.08523177813645406,-0.11840493262033099,-0.02625728127622839,-0.11748345610688997,-0.07048815392139764,-0.10458278491871562,-0.09260359024398226,-0.07970291905580791,-0.09444654327086432,-0.09076063721710022,-0.08431030162301302,0.5469011100840896,0.5856031236486127
284,F,-0.1331485568353874,-0.18382976507464382,-0.1331485568353874,-0.12577674472785919,-0.07785996602892586,-0.08615325464989508,-0.10826869097247971,-0.10734721445903868,-0.03455056989719763,-0.07970291905580791,-0.14697070453700278,-0.15434251664453097,-0.06772372438107457,-0.08154587208268997,-0.07970291905580791,-0.06680224786763353,-0.14328479848323866,-0.07878144254236688,-0.053901576679459176,-0.18198681204776176,-0.06680224786763353,-0.08891768419021817,0.5349219154093563,0.557958828245382
285,G,-0.12209083867409509,-0.24925459752895665,-0.10458278491871562,-0.19580895974937715,-0.09076063721710022,-0.11103312051280277,-0.11379755005312586,-0.04837271759881303,16.73447902170259,-0.029943187329992522,-0.11195459702624382,-0.08431030162301302,-0.08338882510957202,-0.13959889242947457,-0.15987137572517715,-0.09076063721710022,-0.09813244932462842,-0.06403781832731047,9.334101142257712,-0.060351912273546374,-0.10089687886495148,-0.08707473116333611,0.5386078214631204,0.48147627762977685
286,H,-0.15434251664453097,-0.19488748323593616,-0.1644787582923823,-0.11195459702624382,-0.12577674472785919,-0.16355728177894127,-0.12393379170097714,-0.10366130840527457,-0.12116936216065406,-0.11656197959344893,-0.08983916070365917,-0.11840493262033099,-0.06772372438107457,-0.10181835537839252,-0.11011164399936177,-0.06127338878698738,-0.10273983189183356,-0.09905392583806943,-0.08431030162301302,-0.1442062749966797,-0.09813244932462842,-0.08523177813645406,0.4704185594684845,0.46765412992816136
287,I,-0.1580284226982951,-0.14328479848323866,-0.11656197959344893,-0.14144184545635666,-0.09721097281118737,-0.09168211373054123,-0.11195459702624382,-0.07325258346172073,-0.11011164399936177,-0.07233110694827968,-0.06772372438107457,-0.10273983189183356,-0.08338882510957202,-0.09905392583806943,-0.07878144254236688,-0.10826869097247971,-0.10273983189183356,-0.12301231518753612,-0.08338882510957202,-0.10366130840527457,-0.11471902656656688,-0.09628949629774637,0.5404507744900025,0.5763883585142024
288,J,-0.15065661059076688,-0.1589498992117361,-0.16263580526550023,-0.13867741591603355,-0.11656197959344893,-0.11103312051280277,-0.11471902656656688,-0.17830090599399767,-0.1331485568353874,-0.10734721445903868,-0.09168211373054123,-0.11932640913377202,0.007837349721089557,-0.08062439556924893,-0.10734721445903868,-0.08615325464989508,-0.12854117426818226,-0.10366130840527457,-0.09352506675742328,-0.12669822124130023,-0.10919016748592072,-0.10919016748592072,0.5063561434926844,0.5727024524604384
289,K,-0.13038412729506432,-0.15249956361764896,-0.12854117426818226,-0.12024788564721305,-0.11932640913377202,-0.09168211373054123,-0.09813244932462842,-0.09444654327086432,-0.1442062749966797,-0.08707473116333611,-0.10458278491871562,-0.08154587208268997,-0.07785996602892586,-0.10458278491871562,-0.07325258346172073,-0.08615325464989508,-0.09997540235151046,-0.07601701300204379,-0.10826869097247971,-0.08615325464989508,-0.08615325464989508,-0.10826869097247971,0.5644091638394692,0.6215407076728127
290,L,-0.155263993157972,-0.13867741591603355,-0.1442062749966797,-0.13130560380850534,-0.12577674472785919,-0.12577674472785919,-0.1700076173730284,-0.09628949629774637,-0.08707473116333611,-0.08338882510957202,-0.07601701300204379,-0.11748345610688997,-0.11656197959344893,-0.12116936216065406,-0.09260359024398226,-0.09536801978430533,-0.11103312051280277,-0.10181835537839252,-0.09444654327086432,-0.11011164399936177,-0.11195459702624382,-0.11379755005312586,0.636284331887869,0.6169333251056076
291,M,-0.13038412729506432,-0.14697070453700278,-0.12393379170097714,-0.12393379170097714,-0.11287607353968482,-0.09076063721710022,-0.10366130840527457,-0.10089687886495148,-0.14604922802356177,-0.08983916070365917,-0.09536801978430533,-0.11103312051280277,-0.07417405997516173,-0.18382976507464382,-0.09168211373054123,-0.11748345610688997,-0.11195459702624382,-0.08154587208268997,-0.10734721445903868,-0.10366130840527457,-0.09721097281118737,-0.11748345610688997,0.5938964122695819,0.6012682243771101
292,N,-0.1405203689429156,-0.14789218105044383,-0.14328479848323866,-0.15618546967141306,-0.13591298637571048,-0.14144184545635666,-0.027178757789669432,-0.10826869097247971,-0.11379755005312586,-0.12116936216065406,-0.1718505703999105,-0.12485526821441817,-0.11840493262033099,-0.09997540235151046,-0.11195459702624382,0.19121117589585368,-0.11932640913377202,-0.10366130840527457,-0.11103312051280277,-0.11471902656656688,-0.11564050308000791,-0.11287607353968482,0.5819172175948485,0.6150903720787255
293,O,-0.14881365756388484,-0.1764579529671156,-0.15434251664453097,-0.14512775151012075,-0.1829082885612028,-0.13222708032194638,-0.12854117426818226,-0.13222708032194638,-0.13038412729506432,-0.11195459702624382,-0.1644787582923823,-0.11748345610688997,-0.2151599665316387,-0.12669822124130023,-0.12209083867409509,-0.15065661059076688,-0.13407003334882842,-0.1331485568353874,-0.12669822124130023,-0.13591298637571048,-0.12116936216065406,-0.11103312051280277,0.5985037948367871,0.6795937280195974
294,P,-0.19580895974937715,-0.21055258396443355,-0.1755364764536746,-0.1755364764536746,-0.1801438590208797,-0.16263580526550023,-0.1829082885612028,-0.1644787582923823,-0.1755364764536746,-0.16263580526550023,-0.15434251664453097,-0.15434251664453097,-0.16079285223861817,-0.1580284226982951,-0.15157808710420792,-0.14328479848323866,-0.17369352342679253,-0.14144184545635666,-0.15249956361764896,-0.15710694618485407,-0.12301231518753612,-0.1405203689429156,0.6270695667534589,0.7081594999362691
295,,,,,,,,,,,,,,,,,,,,,,,,,
296,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
297,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
298,12,1,H2060248,14.01,17.62,17.72,41.4,41.7,18.11,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:50,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,
300,Background information,,,,,,,,,,,,,,,,,,,,,,,,
301,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
302,12,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,
304,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
305,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
306,A,-0.5244167692282339,-0.42450095603551674,-0.3988083183573895,-0.4216462185157248,-0.35313251804071877,-0.3930988433178056,-0.27890934252612887,-0.33314935540217533,-0.35313251804071877,-0.38167989323863794,-0.33314935540217533,-0.28461881756571267,-0.33885883044175913,-0.3588419930803026,-0.30174724268446423,-0.33314935540217533,-0.29889250516467225,-0.33314935540217533,-0.36740620563967835,-0.2903282926052966,-0.2874735550855046,-0.3160209302834238,1.1427499423302472,1.5481226701406998
307,B,-0.41593674347614096,-0.41022726843655716,-0.36740620563967835,-0.39024410579801366,-0.3274398803625915,-0.36740620563967835,-0.32458514284279955,-0.35313251804071877,-0.3131661927636319,-0.32458514284279955,-0.26463565492716923,-0.2532167048480016,-0.3274398803625915,-0.2532167048480016,-0.32458514284279955,-0.30174724268446423,-0.27890934252612887,-0.3160209302834238,-0.2617809174073773,-0.3873893682782218,-0.24179775476883386,-0.15330089165528435,1.7536637715657177,1.468190019586526
308,C,-0.378825155718846,-0.3474230430011349,-0.3302946178823834,-0.33314935540217533,-0.2674903924469611,-0.3188756678032157,-0.23323354220945813,-0.25036196732820964,-0.27605460500633694,-0.24465249228862582,-0.25892617988758543,-0.2703451299667531,-0.2674903924469611,-0.24750722980841774,-0.19326721693237128,-0.25607144236779344,-0.2617809174073773,-0.21895985461049855,-0.3103114552438399,1.2797773432802593,-0.24750722980841774,-0.17328405429382784,1.3996763191115198,1.368274206393809
309,D,-0.35313251804071877,-0.35313251804071877,-0.29889250516467225,-0.2303788046896662,-0.23323354220945813,0.8287288151531359,-0.20183142949174698,-0.273199867486545,-0.22181459213029042,-0.25036196732820964,-0.2303788046896662,-0.21325037957091472,-0.21325037957091472,-0.19612195445216316,-0.238943017249042,-0.24750722980841774,-0.16186510421466013,-0.2532167048480016,-0.1875577418927874,-0.21325037957091472,-0.19326721693237128,-0.13617246653653287,1.425368956789647,1.502446869824029
310,E,-0.24750722980841774,-0.19612195445216316,-0.14473667909590865,-0.12475351645736521,-0.04196612838339953,-0.06480402854173485,-0.06480402854173485,-0.061949291021942965,-0.06765876606152679,-0.0219829657448561,-0.05053034094277531,-0.053385078462567195,-0.06480402854173485,-0.09049666621986217,-0.016273490705272273,-0.061949291021942965,-0.0819324536604864,-0.03340191582402376,-0.05909455350215102,-0.024837703264647987,-0.08478719118027835,-0.05909455350215102,1.919238547713649,1.5966532079771623
311,F,-0.2903282926052966,-0.2303788046896662,-0.1561556291750763,0.006564409453063105,-0.05053034094277531,16.45270726097431,-0.11618930389798944,-0.16186510421466013,-0.030547178304231815,-0.09906087877923789,0.026547572091606596,-0.14759141661570052,-0.09335140373965406,0.006564409453063105,-0.11904404141778138,-0.0219829657448561,-0.08764192870007023,-0.09049666621986217,0.02083809705202271,-0.11047982885840561,0.14644654792286718,-0.01912822822506416,1.8992553850751057,1.5852342578979948
312,G,-0.273199867486545,-0.25607144236779344,-0.17613879181361974,-0.12475351645736521,-0.07336824110111062,-0.12189877893757327,-0.1418819415761167,-0.11047982885840561,-0.28176408004592074,-0.07051350358131873,-0.07622297862090258,-0.10191561629902983,-0.061949291021942965,-0.12189877893757327,-0.05623981598235914,-0.11047982885840561,-0.11047982885840561,-0.08478719118027835,-0.15044615413549248,-0.2617809174073773,-0.1418819415761167,-0.11904404141778138,1.725116396367799,1.5966532079771623
313,H,-0.3131661927636319,-0.24179775476883386,-0.14759141661570052,-0.1847030043729955,-0.1647198417344521,-0.14473667909590865,0.07507810992806918,-0.1333177290167409,-0.07336824110111062,-0.1418819415761167,-0.44162938115426825,-0.07622297862090258,-0.17613879181361974,-0.09906087877923789,-0.09335140373965406,-0.15901036669486823,-0.05053034094277531,-0.15330089165528435,-0.1418819415761167,-0.1647198417344521,-0.096206141259446,-0.12475351645736521,1.4910279197448613,1.6708763834917522
314,I,-0.35313251804071877,-0.25607144236779344,-0.21895985461049855,-0.23323354220945813,-0.15044615413549248,-0.19326721693237128,-0.1561556291750763,-0.12189877893757327,-0.1333177290167409,-0.15901036669486823,-0.1418819415761167,-0.10762509133861366,-0.07907771614069445,-0.15330089165528435,-0.1561556291750763,-0.1847030043729955,-0.14759141661570052,-0.30745671772404803,-0.1847030043729955,-0.1989766919719551,-0.15901036669486823,-0.13046299149694904,1.3911121065521441,1.425368956789647
315,J,-0.3217304053230077,-0.33314935540217533,-0.30174724268446423,-0.3502777805209268,-0.24465249228862582,-0.39024410579801366,-0.1875577418927874,-0.17613879181361974,-0.1333177290167409,-0.1875577418927874,-0.11047982885840561,-0.13617246653653287,-0.17328405429382784,-0.11333456637819748,-0.14473667909590865,-0.19326721693237128,-0.17899352933341167,-0.15901036669486823,-0.2303788046896662,-0.13617246653653287,-0.11618930389798944,-0.10477035381882177,1.5538321451802837,1.5766700453386189
316,K,-0.27605460500633694,-0.25607144236779344,-0.24465249228862582,-0.22181459213029042,-0.15044615413549248,-0.19041247941257933,-0.15330089165528435,-0.2960377676448803,-0.11904404141778138,-0.024837703264647987,-0.1333177290167409,-0.07622297862090258,-0.07907771614069445,-0.3645514681198864,-0.096206141259446,-0.25892617988758543,-0.09049666621986217,-0.09906087877923789,-0.11618930389798944,-0.061949291021942965,-0.13617246653653287,-0.09906087877923789,1.465335282066734,1.4938826572646533
317,L,-0.35313251804071877,-0.33314935540217533,-0.3217304053230077,-0.238943017249042,-0.2275240671698743,-0.21039564205112277,-0.15330089165528435,-0.14759141661570052,-0.17328405429382784,-0.33314935540217533,-0.13046299149694904,-0.1847030043729955,-0.1561556291750763,-0.13046299149694904,-0.11904404141778138,-0.16757457925424396,-0.14759141661570052,-0.24465249228862582,-0.08764192870007023,-0.22466932965008238,-0.17328405429382784,-0.04767560342298336,2.2960639003261822,1.5852342578979948
318,M,-0.3131661927636319,-0.07622297862090258,-0.15901036669486823,-0.18184826685320357,-0.20183142949174698,-0.19041247941257933,-0.27605460500633694,-0.38167989323863794,-0.2075409045313309,-0.3502777805209268,-0.10191561629902983,-0.1333177290167409,-0.05623981598235914,-0.14759141661570052,-0.13046299149694904,-0.05053034094277531,-0.18184826685320357,-0.10191561629902983,-0.1418819415761167,-0.10191561629902983,-0.13902720405632482,-0.09335140373965406,1.9934617232282392,1.9934617232282392
319,N,-0.33885883044175913,-0.37311568067926215,-0.25607144236779344,-0.35313251804071877,-0.29318303012508845,-0.25036196732820964,-0.2161051170907066,-0.33314935540217533,-0.15330089165528435,-0.28461881756571267,-0.20468616701153894,-0.15044615413549248,-0.16186510421466013,-0.1847030043729955,-0.20183142949174698,-0.238943017249042,-0.20183142949174698,-0.1875577418927874,-0.1418819415761167,-0.10762509133861366,-0.05623981598235914,-0.12189877893757327,1.9220932852334414,2.0020259357876147
320,O,-0.41308200595634903,-0.3559872555605107,-0.3217304053230077,-0.3217304053230077,-0.2303788046896662,-0.3188756678032157,-0.24179775476883386,-0.19612195445216316,-0.2075409045313309,-0.1875577418927874,-0.24750722980841774,-0.2161051170907066,-0.1875577418927874,-0.21325037957091472,-0.12189877893757327,-0.23608827972925003,-0.20468616701153894,-0.24750722980841774,-0.24750722980841774,-0.23323354220945813,-0.2275240671698743,-0.14759141661570052,2.0876680613813727,1.9335122353126086
321,P,-0.49872413155010664,-0.47303149387197935,-0.43306516859489247,-0.3588419930803026,-0.3845346307584299,-0.3474230430011349,-0.3103114552438399,-0.3188756678032157,-0.27890934252612887,-0.29318303012508845,-0.32458514284279955,-0.28176408004592074,-0.26463565492716923,-0.24750722980841774,-0.30745671772404803,-0.23323354220945813,-0.25607144236779344,-0.27890934252612887,-0.25607144236779344,-0.273199867486545,-0.273199867486545,-0.34171356796155106,1.7964848343625968,1.779356409243845
322,,,,,,,,,,,,,,,,,,,,,,,,,
323,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,
324,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,
325,13,1,H2060250,14.01,17.7,17.82,41.8,41.5,18.1,18.11,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,4/12/23 18:52,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,
327,Background information,,,,,,,,,,,,,,,,,,,,,,,,
328,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,
329,13,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,,,
331,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,
332,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
333,A,-0.16787316569704921,-0.1613685735734036,-0.16276241474275624,-0.15672243634222813,-0.1520762991110527,-0.154863981449758,-0.14139018347934915,-0.14557170698740707,-0.1307040678476456,-0.13627943252505617,-0.11211951892294382,-0.12141179338529472,-0.12931022667829298,-0.12373486200088245,-0.12884561295517544,-0.1283809992320579,-0.13209790901699825,-0.1325625227401158,-0.12977484040141055,-0.13860250114064387,-0.13720865997129125,-0.11955333849282454,0.2581776184017396,0.2428453655388606
334,B,-0.16322702846587378,-0.1511470716648176,-0.15347014028040534,-0.1520762991110527,-0.154863981449758,-0.14510709326428953,-0.12931022667829298,-0.13953172858687898,-0.1283809992320579,-0.10700876796865082,9.717713021074957,-0.09771649350629992,-0.12745177178582281,-0.12977484040141055,-0.11815949732347192,-0.14046095603311406,-0.12187640710841226,-0.1223410208315298,-0.12605793061647017,-0.11723026987723682,-0.1232702482777649,-0.10793799541488591,0.18987940110346044,0.25120841255497645
335,C,-0.14417786581805445,-0.13767327369440882,-0.13209790901699825,-0.13627943252505617,-0.1334917501863509,-0.11955333849282454,-0.1130487463691789,-0.1097964503073561,0.09184590552565847,-0.10886722286112101,-0.08610115042836129,-0.10607954052241574,-0.113977973815414,-0.11165490519982628,-0.11211951892294382,-0.12419947572399999,-0.11537181498476663,-0.119088724769707,-0.11165490519982628,-0.11444258753853154,-0.12698715806270527,-0.11351336009229644,0.25167302627809396,0.28094369083449927
336,D,-0.14510709326428953,-0.1325625227401158,-0.1307040678476456,-0.11955333849282454,-0.11583642870788417,-0.13302713646323336,-0.11351336009229644,-0.11815949732347192,-0.12419947572399999,-0.12001795221594208,-0.11769488360035436,-0.11769488360035436,-0.10236263073747537,-0.10933183658423856,-0.144642479541172,-0.10096878956812273,-0.11211951892294382,-0.10700876796865082,-0.08842421904394902,-0.10143340329124027,-0.12141179338529472,-0.10468569935306309,0.25167302627809396,0.23680538713833255
337,E,-0.13395636390946844,-0.1307040678476456,-0.10096878956812273,-0.11165490519982628,-0.08284885436653848,-0.10236263073747537,-0.08517192298212621,-0.08703037787459639,-0.08517192298212621,-0.08563653670524375,-0.0912119013826543,-0.0819196269203034,-0.07773810341224549,-0.1232702482777649,-0.0768088759660104,-0.09214112882888938,-0.06844582894989458,-0.12141179338529472,-0.07959655830471565,-0.08749499159771394,-0.08610115042836129,-0.0665873740574244,0.2888421241274976,0.2646822105253852
338,F,-0.13116868157076317,-0.11769488360035436,-0.11072567775359118,-0.10468569935306309,-0.11351336009229644,-0.1613685735734036,-0.0893534464901841,-0.07820271713536303,-0.08703037787459639,-0.08888883276706656,-0.08703037787459639,-0.07634426224289285,-0.0809903994740683,-0.0902826739364192,-0.08052578575095075,-0.1223410208315298,-0.06844582894989458,-0.08377808181277356,-0.07216273873483495,0.07651365266277949,-0.08284885436653848,-0.06426430544183669,0.2893067378506151,0.2651468242485028
